player	player_id	position	team_name	player_game_count	avg_depth_of_target	avoided_tackles	caught_percent	contested_catch_rate	contested_receptions	contested_targets	declined_penalties	drop_rate	drops	first_downs	franchise_id	fumbles	grades_hands_drop	grades_hands_fumble	grades_offense	grades_pass_block	grades_pass_route	inline_rate	inline_snaps	interceptions	longest	pass_block_rate	pass_blocks	pass_plays	penalties	receptions	route_rate	routes	slot_rate	slot_snaps	targeted_qb_rating	targets	touchdowns	wide_rate	wide_snaps	yards	yards_after_catch	yards_after_catch_per_reception	yards_per_reception	yprr
Lazerick Eatman	159605	WR	E ILLINOIS	5	14.1	0	44.4	50	1	2	0	0	0	3	158	0	74.9	67.6	68		66.7	0	0	0	20	0	0	35	0	4	94.3	33	91.4	32	92.4	9	1	8.6	3	35	1	0.3	8.8	1.06
Cameron Burt	109588	WR	COLUMBIA	10	11.9	0	55.6		0	0	0	0	0	3	145	0	76.3	68.2	66		61.8	0	0	0	14	0	0	41	0	5	92.7	38	12.2	5	107.2	9	1	85.4	35	47	12	2.4	9.4	1.24
Ryan Cekay	102568	WR	COLGATE	10	13.9	0	44.4	40	2	5	0	20	1	3	142	0	45.9	65	55.2		55.8	0	0	0	44	0	0	83	0	4	97.6	81	3.6	3	73.8	9	0	96.4	80	75	9	2.3	18.8	0.93
Damien Caffrey	109429	TE	STNY BROOK	11	2.8	2	77.8	100	1	1	0	12.5	1	2	303	0	56.4	69.5	54.8	51.4	47	84.5	212	0	35	33.5	84	251	0	7	65.3	164	15.5	39	102.8	9	0	0	0	78	58	8.3	11.1	0.48
Dominik Thomas	102595	WR	HOLY CROSS	7	18.7	2	44.4	50	1	2	0	0	0	4	181	0	74.9	65	65.3		62.9	0	0	0	40	0	0	68	0	4	88.2	60	25	17	112.7	9	1	75	51	79	13	3.3	19.8	1.32
Shane Johnson	150292	WR	SM HOUSTON	6	11.8	0	22.2	0	0	2	0	33.3	1	1	281	0	39.5	64.1	52.5		53.6	0	0	1	13	0	0	64	1	2	90.6	58	12.5	8	37	9	1	87.5	56	19	4	2	9.5	0.33
Anthony Woods	158969	HB	IDAHO	12	1	0	66.7	100	1	1	0	14.3	1	1	185	0	56.4	80.3	74.8	37.8	50.7	0	0	0	6	18.1	26	144	2	6	77.8	112	4.2	6	70.1	9	0	4.9	7	9	7	1.2	1.5	0.08
Lukai Hatcher	150399	WR	NORFOLK	8	14.6	0	33.3	50	1	2	1	0	0	1	244	0	73.1	64.1	55.3		56.9	0	0	1	12	0	0	38	1	3	94.7	36	2.6	1	2.8	9	0	97.4	37	27	7	2.3	9	0.75
Devin Gandy	147781	WR	SACRAMENTO	2	14.1	0	55.6	33.3	1	3	0	16.7	1	2	279	0	49.8	67	57.2		57.7	0	0	0	39	0	0	50	0	5	96	48	6	3	81.7	9	0	94	47	72	7	1.4	14.4	1.5
Robert Schwob	60948	TE	TOWSON	10	3.8	0	55.6	33.3	1	3	0	28.6	2	2	317	1	33.4	19.6	52.6	58.2	40.3	78.5	84	0	17	15.9	17	107	0	5	79.4	85	19.6	21	106.7	9	1	1.9	2	46	19	3.8	9.2	0.54
Cobie Bates	155941	WR	MS VLY ST	11	12.3	1	88.9		0	0	0	0	0	4	228	0	79.3	80	64		63.5	0	0	0	83	0	0	76	0	8	100	76	94.7	72	155.8	9	1	5.3	4	151	79	9.9	18.9	1.99
Reginald King	167127	WR	SOUTHERN U	11	2.7	2	77.8	75	3	4	0	0	0	2	297	0	78.5	20.8	55		54.7	0	0	0	7	0	0	74	0	7	100	74	98.6	73	80.6	9	0	1.4	1	30	14	2	4.3	0.41
Adam Barakat	142995	WR	BUCKNELL	3	9.9	0	44.4	33.3	1	3	0	20	1	3	125	0	49.8	65.7	64.9		64.6	2.3	1	0	13	0	0	43	0	4	95.3	41	20.9	9	57.2	9	0	76.7	33	39	9	2.3	9.8	0.95
Cameron Brady	150670	WR	STF AUSTIN	7	8.2	1	66.7		0	0	0	0	0	3	301	0	77.5	66.2	60.2		59.6	0	0	1	13	0	0	54	0	6	100	54	7.4	4	41.2	9	0	92.6	50	50	31	5.2	8.3	0.93
Zion Hall	147560	HB	CAL POLY	7	-1.3	1	88.9		0	0	0	11.1	1	3	129	1	59.3	34.2	55.1	14.6	52.1	0	0	0	19	11.9	7	59	0	8	84.7	50	15.3	9	133.8	9	1	15.3	9	65	77	9.6	8.1	1.3
Jeff Ciccio	104880	TE	FORDHAM	7	9.4	1	88.9		0	0	0	0	0	5	168	0	79.3	67.1	60	75.3	60.6	27.8	37	0	27	24.8	33	133	0	8	73.7	98	30.8	41	153.5	9	2	10.5	14	102	40	5	12.8	1.04
Danny Joiner	147316	TE	SE MO ST	10	4.1	0	77.8		0	0	0	0	0	2	293	0	79.3	67.1	71.8	70.1	55.6	90.9	140	0	11	33.8	52	154	2	7	62.3	96	5.8	9	83.8	9	0	1.3	2	37	39	5.6	5.3	0.39
Asante Das	149331	WR	GEORGETOWN	4	13.7	0	55.6	0	0	2	0	0	0	2	172	0	77.5	66.2	62.8		61.3	0	0	0	18	0	0	71	0	5	94.4	67	40.8	29	109	9	1	59.2	42	51	2	0.4	10.2	0.76
Christian Spugnardi	149277	TE	BUCKNELL	11	6.6	0	66.7		0	0	0	0	0	3	125	0	77.5	67	46.9	40.4	55.9	56.9	78	1	11	27.7	38	137	2	6	67.9	93	29.2	40	74.8	9	2	7.3	10	37	3	0.5	6.2	0.4
Jordan Fuller	149418	HB	HOLY CROSS	11	0.6	2	66.7		0	0	0	14.3	1	3	181	0	53.4	75.3	79.6	60.8	61.1	0	0	1	13	29.7	35	118	0	6	64.4	76	4.2	5	38.4	9	0	8.5	10	44	48	8	7.3	0.58
Halim Dixon-King	161346	WR	DELWARE ST	6	15.1	0	22.2	0	0	1	0	50	2	0	152	0	17.2	62.9	46.9		45.6	0	0	0	8	0	0	48	0	2	91.7	44	2.1	1	39.6	9	0	97.9	47	12	4	2	6	0.27
Daniel Lopes	148477	WR	VILLANOVA	3	19.5	0	50	100	1	1	0	0	0	2	334	0	76.3	65.7	62.5		67.4	0	0	0	39	0	0	36	1	4	91.7	33	19.4	7	115.6	8	1	80.6	29	62	6	1.5	15.5	1.88
William Enneking	109365	TE	CORNELL	4	12	0	62.5	100	1	1	0	0	0	3	147	0	76.3	65.7	53.6	38.9	61.8	74.6	44	0	24	11.9	7	59	3	5	83.1	49	13.6	8	114.6	8	2	10.2	6	40	15	3	8	0.82
Myles Thomason	159170	HB	NEW HAMP	11	-2.4	1	75	0	0	1	0	0	0	0	240	0	77.5	52.2	62.4	5.7	61.3	2.1	1	0	8	8.3	4	48	0	6	87.5	42	25	12	77.1	8	0	6.3	3	20	35	5.8	3.3	0.48
Javon Burke	149831	WR	CHATTNOOGA	5	20.6	0	50	50	1	2	0	20	1	3	137	0	45.4	65	68		67.5	0	0	0	28	0	0	30	0	4	93.3	28	3.3	1	118.2	8	1	96.7	29	67	18	4.5	16.8	2.39
Bizzet Woodley	109565	WR	DELWARE ST	5	10	0	50	0	0	1	0	20	1	1	152	0	45.4	65	60.1		59.6	0	0	0	12	0	0	36	0	4	94.4	34	50	18	97.4	8	1	50	18	27	9	2.3	6.8	0.79
Bradyn Oakley	139214	TE	DAVIDSON	12	6.6	0	75		0	0	0	14.3	1	3	149	1	53.4	53	63.7	70.1	45.4	43.2	32	0	24	5.4	4	74	2	6	94.6	70	32.4	24	138	8	1	21.6	16	65	45	7.5	10.8	0.93
Gregory Perkins	141802	TE	SOUTHERN U	10	5.4	2	87.5		0	0	0	0	0	4	297	0	78.5	66.7	69.5	24	89.2	91.9	34	0	54	5.4	2	37	0	7	91.9	34	2.7	1	157.3	8	2	2.7	1	98	65	9.3	14	2.88
Isaiah Hill	66732	WR	E ILLINOIS	2	10.9	0	62.5	0	0	1	0	0	0	3	158	0	76.3	65.7	76.3		75.3	0	0	0	25	0	0	25	0	5	96	24	0	0	94.3	8	0	100	25	77	18	3.6	15.4	3.21
Ahmad Antoine	104831	HB	PRVIEW A&M	9	1.5	0	62.5		0	0	0	37.5	3	0	270	0	19.8	87.5	67.2	71.4	32	0	0	0	7	14.8	13	88	0	5	84.1	74	2.3	2	66.7	8	0	0	0	22	7	1.4	4.4	0.3
Jordin Lennon	164729	HB	NORFOLK	9	0.9	1	62.5		0	0	0	16.7	1	3	244	0	49.8	85.8	65.5	53.7	54.6	0	0	1	18	38.8	45	116	1	5	60.3	70	0.9	1	35.4	8	0	0	0	40	56	11.2	8	0.57
Ja'Rell Smith	142840	WR	CHARLES SO	6	6.8	0	37.5	0	0	3	0	40	2	3	135	0	22	64.1	47.8		49	0	0	1	9	0	0	49	0	3	93.9	46	2	1	45.8	8	1	98	48	19	-1	-0.3	6.3	0.41
Shane Sweitzer	108322	TE	PENN	9	10.4	0	37.5	0	0	2	0	25	1	2	267	0	39.5	64.1	54.7	71.1	49	30.7	27	0	14	9.1	8	88	0	3	84.1	74	55.7	49	51	8	0	13.6	12	34	9	3	11.3	0.46
Derek Kline	91729	TE	SAN DIEGO	2	11.6	1	50	100	1	1	0	20	1	3	283	0	45.4	65	56	45.1	61.1	63.8	30	0	19	12.8	6	47	0	4	80.9	38	29.8	14	109.9	8	2	2.1	1	51	25	6.3	12.8	1.34
Ryan Upp	150733	WR	MOREHEAD	4	10.5	0	25	0	0	3	0	33.3	1	0	234	0	31.6	76.6	48.7		49	0	0	1	8	0	0	30	0	2	100	30	100	30	0	8	0	0	0	11	5	2.5	5.5	0.37
Isaiah Smith	143535	HB	SAN DIEGO	5	-3.3	1	75		0	0	1	14.3	1	0	283	0	53.4	77.1	58.5	49	49.6	0	0	0	7	21.3	13	61	1	6	77	47	8.2	5	77.1	8	0	3.3	2	12	31	5.2	2	0.26
Deshun Britten	138037	WR	MURRAY ST	8	5.4	0	50	0	0	2	0	0	0	1	236	0	74.9	69.7	66.6		62.3	0	0	0	14	0	0	29	0	4	100	29	93.1	27	62	8	0	6.9	2	35	12	3	8.8	1.21
Jay Brunelle	122895	WR	YALE	7	23.1	0	50	50	1	2	0	33.3	2	4	352	0	25.7	65	67.8		68	0	0	0	39	0	0	37	0	4	97.3	36	5.4	2	135.4	8	1	94.6	35	106	3	0.8	26.5	2.94
Milan Howard	83745	HB	RICHMOND	9	-0.3	4	100		0	0	0	0	0	4	276	0	79.3	82.2	75.6	66	74.5	0	0	0	14	16.9	10	59	0	8	83.1	49	13.6	8	97.4	8	0	1.7	1	59	61	7.6	7.4	1.2
Manny Jones	150951	WR	ALCORN ST	8	7.9	0	50	100	1	1	0	33.3	2	2	107	0	25.7	51.6	52.1		51.5	0	0	1	13	0	0	47	0	4	97.9	46	95.7	45	19.8	8	0	4.3	2	30	14	3.5	7.5	0.65
Malik Griffin	138410	HB	ELON	10	2.4	0	75	0	0	1	0	0	0	4	162	0	77.5	78.2	62.4	12.7	61	0	0	0	24	10.1	7	69	0	6	85.5	59	0	0	135.9	8	1	17.4	12	61	76	12.7	10.2	1.03
Tayshaun Shipp	154620	WR	MERCER	8	8.4	0	75		0	0	0	25	2	4	219	0	33.4	66.2	56.3	68.4	54.3	0	0	0	22	3.9	3	77	0	6	96.1	74	44.2	34	139.6	8	2	54.5	42	68	18	3	11.3	0.92
Patrick Ballard	84468	WR	ABILENE CH	6	28	0	37.5	0	0	3	0	0	0	3	100	0	73.1	64.1	68		67.5	0	0	0	39	0	0	43	0	3	97.7	42	0	0	71.4	8	0	100	43	73	4	1.3	24.3	1.74
Elijah Burris	153290	HB	HAMPTON	11	0.1	2	62.5		0	0	0	0	0	0	178	0	76.3	85.1	69.5	61.7	55.1	0	0	1	8	16.1	19	118	0	5	78	92	3.4	4	27.1	8	0	0	0	21	35	7	4.2	0.23
Ernest Robertson	109670	WR	COLUMBIA	6	4.3	1	62.5	0	0	2	0	0	0	1	145	0	76.3	67.3	55.3		55.5	0	0	0	8	0	0	40	1	5	100	40	85	34	66.7	8	0	15	6	24	31	6.2	4.8	0.6
Camden Overton	159794	TE	CHATTNOOGA	10	8.1	1	75	0	0	1	0	0	0	6	137	0	77.5	66.2	78.6	46.5	87.6	64.1	25	0	36	12.8	5	39	0	6	82.1	32	12.8	5	156.3	8	3	7.7	3	107	54	9	17.8	3.34
Noah Washington	142362	WR	RICHMOND	6	6.9	1	75		0	0	0	0	0	2	276	0	77.5	66.2	56.5		59.1	0	0	0	21	0	0	41	0	6	100	41	24.4	10	91.1	8	0	75.6	31	51	35	5.8	8.5	1.24
OrTre' Smith	61646	WR	NC CENT	3	8.8	0	50	0	0	1	0	20	1	3	247	0	45.4	65	56.1		55.5	2.1	1	1	12	0	0	47	0	4	95.7	45	4.3	2	20.3	8	0	93.6	44	31	5	1.3	7.8	0.69
Noah Gindorff	66639	TE	N DAK ST	3	5.3	3	75		0	0	0	0	0	5	250	0	77.5	66.2	88.7	68.3	89.7	75	27	0	24	5.6	2	36	1	6	91.7	33	16.7	6	142.7	8	1	5.6	2	74	49	8.2	12.3	2.24
Jayden Cook	142371	HB	STNY BROOK	6	1	1	100		0	0	0	0	0	3	303	0	79.3	85.6	72.8	72.4	78.3	0	0	0	19	39.2	29	74	0	8	59.5	44	2.7	2	99.5	8	0	1.4	1	63	55	6.9	7.9	1.43
Lane Sumner	91412	HB	MONTANA ST	4	2.8	1	100		0	0	0	0	0	1	233	0	79.3	50.1	66.1	72.4	73.6	0	0	0	50	27.4	17	62	0	8	71	44	1.6	1	114.1	8	0	1.6	1	91	69	8.6	11.4	2.07
Ian O'Connor	109371	TE	LEHIGH	10	1.3	1	87.5		0	0	0	12.5	1	4	205	0	56.4	66.7	56.6	52.6	55	84.6	99	0	16	28.2	33	117	2	7	69.2	81	7.7	9	90.1	8	0	6	7	45	35	5	6.4	0.56
Jett Carpenter	141520	TE	E WASHGTON	9	7.3	0	25	0	0	3	0	33.3	1	1	161	0	21.7	67.2	49.6	52.8	42.9	78.8	52	0	7	24.2	16	66	1	2	68.2	45	12.1	8	79.2	8	1	1.5	1	4	0	0	2	0.09
Micah White	169495	WR	ALAB A&M	5	27.5	0	25	0	0	1	0	50	2	2	104	0	17	62.9	51.6		56.8	0	0	1	56	0	0	41	1	2	100	41	53.7	22	65.1	8	1	46.3	19	73	26	13	36.5	1.78
O.J. Ross	161681	HB	TENN TECH	8	0.3	8	87.5		0	0	0	0	0	3	309	0	78.5	79.4	83.2	75.8	88.7	0	0	1	56	18.5	5	27	0	7	77.8	21	11.1	3	79.2	8	0	3.7	1	112	109	15.6	16	5.33
Max McCormick	162147	TE	GEORGETOWN	4	6.9	0	75	50	1	2	0	0	0	2	172	0	77.5	66.2	61.9	52.1	63.4	41.8	23	0	26	5.5	3	55	0	6	92.7	51	52.7	29	94.8	8	0	5.5	3	58	20	3.3	9.7	1.14
Luke Colella	155372	WR	PRINCETON	5	3.3	0	37.5		0	0	0	25	1	1	272	0	39.5	64.1	53.5		53.2	0	0	0	4	0	0	29	0	3	96.6	28	75.9	22	45.8	8	0	24.1	7	6	9	3	2	0.21
TaMerik Williams	77741	HB	N DAK ST	13	2.1	1	62.5		0	0	0	16.7	1	1	250	0	49.8	72.6	78.7	66.7	50.1	0	0	0	9	31.6	30	95	0	5	65.3	62	0	0	70.3	8	0	1.1	1	31	18	3.6	6.2	0.5
Matteo Perez	155193	HB	UC DAVIS	10	0	0	100		0	0	0	0	0	4	322	0	79.3	82.2	67.7	30.3	71.4	0	0	0	67	8.2	5	61	0	8	82	50	18	11	158.3	8	2	13.1	8	109	109	13.6	13.6	2.18
Jarveon Howard	77710	HB	ALCORN ST	11	-0.1	6	100		0	0	0	0	0	2	107	0	79.3	88.3	77.2	65.5	57.8	0	0	0	16	31.5	67	213	0	8	65.7	140	0.9	2	127.6	8	1	0	0	41	42	5.3	5.1	0.29
Cameron Overton	105022	WR	BETH COOK	5	15.3	1	62.5	0	0	1	0	16.7	1	2	119	1	49.8	13.7	55.8		55.3	0	0	0	42	0	0	57	0	5	94.7	54	10.5	6	103.6	8	0	89.5	51	95	21	4.2	19	1.76
Josh Trueheart	55336	TE	TENN STATE	11	12.6	3	50		0	0	0	0	0	3	308	0	76.3	65.7	56.6	68.9	61.2	95.5	106	0	19	36.9	41	111	3	4	60.4	67	1.8	2	61.5	8	0	0.9	1	34	25	6.3	8.5	0.51
Jackson Gerard	148846	WR	DARTMOUTH	5	16.9	1	50		0	0	0	0	0	3	148	0	74.9	65	55.9		56.8	0	0	1	12	0	0	69	1	4	95.7	66	29	20	21.9	8	0	71	49	34	15	3.8	8.5	0.52
Brody Reina	165228	WR	DAVIDSON	7	12.9	0	62.5	50	1	2	0	16.7	1	3	149	0	49.8	65.7	73.6		76	0	0	1	36	0	0	22	1	5	100	22	13.6	3	51	8	0	86.4	19	70	20	4	14	3.18
Jaelon Woods	102418	TE	HOUCHR	10	-1.4	2	87.5		0	0	0	0	0	2	183	0	78.5	77.4	56.3	46.7	66.6	29.2	21	0	28	23.6	17	72	0	7	73.6	53	6.9	5	138	8	1	5.6	4	61	66	9.4	8.7	1.15
Corey Reddick Jr.	159942	HB	W CAROLINA	3	-1.1	1	87.5		0	0	0	0	0	3	344	0	78.5	77.3	76.7	15.1	86.9	0	0	0	20	14.3	4	28	0	7	85.7	24	3.6	1	134.4	8	1	0	0	54	67	9.6	7.7	2.25
Jonathan DeBique	109202	HB	LIUSHAR	8	-1.9	1	75		0	0	0	0	0	1	1298	0	77.5	62	60.9	84.1	58.5	0	0	0	13	28.3	32	113	0	6	69.9	79	2.7	3	79.7	8	0	1.8	2	29	44	7.3	4.8	0.37
Tristan Shannon	149651	HB	MARIST	7	1.9	3	57.1	0	0	1	0	20	1	2	213	0	45.4	74.9	61.8	62.8	57	0	0	0	14	14.9	7	47	0	4	80.9	38	0	0	68.8	7	0	0	0	32	25	6.3	8	0.84
Jariyah Sawyer	160481	WR	COLGATE	6	19.1	0	28.6	0	0	1	0	33.3	1	1	142	0	31.6	62.9	49.1		51.7	0	0	0	11	0	0	30	1	2	96.7	29	63.3	19	39.6	7	0	36.7	11	16	0	0	8	0.55
Caleb Ogunmola	105765	WR	ELON	11	14.7	0	71.4	100	1	1	0	0	0	3	162	0	76.3	71.4	58.2		56.8	0	0	0	13	0	0	78	0	5	96.2	75	96.2	75	88.4	7	0	3.8	3	45	7	1.4	9	0.6
Noah Abbott	138267	TE	N IOWA	6	17.4	1	71.4	60	3	5	0	0	0	4	255	0	76.3	65.7	78.6	34.5	80	91.2	52	0	31	19.3	11	57	0	5	73.7	42	3.5	2	150	7	1	5.3	3	82	22	4.4	16.4	1.95
Hunter Brozio	108410	FB	N DAK ST	15	3	2	57.1	0	0	1	0	20	1	2	250	0	49.8	67	66.5	34.1	68.1	45.8	33	0	17	44.4	32	72	3	4	54.2	39	0	0	74.1	7	0	5.6	4	41	37	9.3	10.3	1.05
Zach Rhodes	142487	WR	LIUSHAR	11	8.9	1	71.4		0	0	0	0	0	1	1298	0	76.3	68.3	52.2		51.6	0	0	0	24	0	0	77	0	5	90.9	70	10.4	8	85.4	7	0	89.6	69	40	27	5.4	8	0.57
Tim Nesslage	143205	TE	DRAKE	9	5.3	1	71.4	0	0	1	0	0	0	2	153	0	76.3	65.7	46.6	26.5	59.2	67.1	55	1	14	11	9	82	2	5	85.4	70	11	9	83.6	7	1	7.3	6	37	21	4.2	7.4	0.53
Eli Stewart	143181	FB	DRAKE	8	-1	0	71.4	0	0	1	0	0	0	3	153	0	76.3	65.7	44.8	52.3	66.7	30.1	22	0	24	34.2	25	73	0	5	64.4	47	5.5	4	131.5	7	1	0	0	51	53	10.6	10.2	1.09
Logan Hofstedt	106691	TE	N DAK ST	15	9.3	1	71.4	0	0	1	0	0	0	2	250	0	76.3	66.6	49.5	62.8	54	83.5	71	0	32	16.5	14	85	1	5	80	68	10.6	9	93.2	7	0	2.4	2	53	14	2.8	10.6	0.78
Malachi Wideman	124303	WR	JACKSON ST	5	15.4	0	42.9		0	0	0	0	0	2	194	0	74.9	65	72		74.1	0	0	0	29	0	0	18	1	3	83.3	15	5.6	1	106.5	7	1	94.4	17	49	8	2.7	16.3	3.27
Logan Gingg	149620	HB	SAN DIEGO	6	-2.1	1	57.1		0	0	0	20	1	1	283	0	45.4	79.1	65.4	56.4	49.9	0	0	0	6	35.9	23	64	0	4	64.1	41	1.6	1	62.2	7	0	0	0	18	28	7	4.5	0.44
Joey Audia	149440	WR	BUTLER	7	-2	1	100		0	0	0	0	0	1	127	1	78.5	70.7	68.4		60	0	0	0	8	0	0	30	0	7	96.7	29	96.7	29	88.1	7	0	0	0	36	50	7.1	5.1	1.24
Chase Stafford	142663	TE	WAGNER	5	2.4	0	57.1	33.3	1	3	0	20	1	0	338	0	45.4	65	42.2	57.1	44.9	77.4	48	1	7	16.1	10	62	0	4	80.6	50	21	13	22.6	7	0	0	0	17	8	2	4.3	0.34
Malik Jackson	101675	TE	TOWSON	11	8.7	0	57.1	100	1	1	0	0	0	3	317	0	74.9	65	53.4	40.5	61.2	75.8	47	0	25	14.5	9	62	1	4	80.6	50	22.6	14	80.7	7	0	1.6	1	52	21	5.3	13	1.04
Danny Meuser	142987	HB	BUCKNELL	8	-0.9	2	85.7		0	0	0	0	0	0	125	0	77.5	79.7	61.7	21.6	59.5	0	0	0	5	27.7	18	65	0	6	70.8	46	3.1	2	79.8	7	0	0	0	22	30	5	3.7	0.48
Max Mazzella	109754	TE	MARIST	7	13.1	0	57.1	50	1	2	0	0	0	4	213	0	74.9	65	55.7	53.5	52.7	55.2	58	0	20	12.4	13	105	2	4	84.8	89	34.3	36	119.6	7	2	1.9	2	51	10	2.5	12.8	0.57
Jarel Washington	165123	HB	STHLSK	4	-1.1	2	71.4		0	0	0	0	0	3	1470	0	76.3	79.3	75.1	78.3	73.2	0	0	0	49	14.6	7	48	1	5	79.2	38	0	0	146.4	7	1	2.1	1	76	82	16.4	15.2	2
Jerry Garcia Jr.	148425	WR	RICHMOND	7	9.1	1	100		0	0	0	0	0	4	276	0	78.5	68.8	74.1		73.6	0	0	0	45	0	0	40	0	7	97.5	39	97.5	39	158.3	7	1	2.5	1	118	54	7.7	16.9	3.03
Feyisayo Oluleye	141396	WR	ROB MORRIS	4	9.9	0	57.1	100	1	1	0	20	1	1	277	0	45.4	65	52.1		52	0	0	1	21	0	0	50	0	4	96	48	16	8	32.1	7	0	84	42	37	10	2.5	9.3	0.77
Jaylen Frierson	102405	TE	E TENN ST	11	5.6	0	71.4		0	0	0	0	0	2	157	0	76.3	68.5	67.9	72.2	63.3	76.2	32	1	29	16.7	7	42	0	5	83.3	35	7.1	3	56.5	7	0	4.8	2	58	29	5.8	11.6	1.66
Ja'Vion Griffin	148422	WR	RICHMOND	9	10	2	85.7	100	1	1	0	0	0	4	276	0	77.5	66.2	60.8		61.3	0	0	0	13	0	0	57	1	6	96.5	55	1.8	1	139.6	7	1	98.2	56	56	15	2.5	9.3	1.02
Malik Thomas	105606	HB	CENT CT ST	7	-0.1	1	28.6		0	0	0	60	3	1	133	0	8.4	30.8	60.3	71.9	30.2	0	0	1	30	18.6	11	59	0	2	81.4	48	1.7	1	8.9	7	0	1.7	1	36	38	19	18	0.75
Jawaun Northington	165194	HB	MURRAY ST	8	3.3	3	57.1	0	0	1	0	0	0	1	236	0	74.9	68.5	67.2	77.2	59.4	0	0	0	16	39.6	38	96	1	4	60.4	58	1	1	69.9	7	0	3.1	3	34	39	9.8	8.5	0.59
Charlie Maxwell	143253	WR	VALPO	6	-2.6	0	85.7	0	0	1	1	0	0	2	332	0	79.3	72.3	69.2		71.3	0	0	0	15	0	0	10	1	6	80	8	30	3	85.7	7	0	70	7	32	52	8.7	5.3	4
Austin Douglas	102436	HB	MERCER	7	-0.6	1	100		0	0	0	0	0	2	219	0	79.3	62.7	88.3	14.6	68	0	0	0	25	21.3	17	80	0	7	76.3	61	1.3	1	150.3	7	1	0	0	74	78	11.1	10.6	1.21
Isaac Seide	105610	HB	NEW HAMP	11	2.1	0	71.4		0	0	0	0	0	3	240	0	76.3	82.9	69.6	80.5	66.3	0	0	0	12	10.5	6	57	0	5	82.5	47	0	0	80.7	7	0	1.8	1	32	20	4	6.4	0.68
Peyton Smith	165288	FB	SAN DIEGO	7	-2.3	1	85.7		0	0	0	0	0	2	283	0	77.5	68.5	46.7	57	59.8	23.1	15	0	24	16.9	11	65	0	6	78.5	51	9.2	6	89.9	7	0	0	0	39	54	9	6.5	0.76
AJ Colombo	159947	WR	W CAROLINA	7	10.4	2	71.4		0	0	0	0	0	3	344	0	77.5	57.8	69.6		70	0	0	2	19	0	0	46	0	5	91.3	42	100	46	51.8	7	0	0	0	50	5	1	10	1.19
Peyton Brammer	143702	TE	MONTANA	5	6	0	71.4	0	0	1	0	16.7	1	2	232	0	53.4	66.2	54.7	56.9	57.4	65.8	25	1	15	13.2	5	38	0	5	84.2	32	31.6	12	39.3	7	0	0	0	29	25	5	5.8	0.91
Jaelyn Lay	99701	TE	ALABAMA ST	8	9.7	0	71.4	0	0	1	0	0	0	3	105	0	49.8	65.7	65.1	46.1	61.5	77.9	53	1	26	22.1	15	68	0	5	67.6	46	11.8	8	55.4	7	0	4.4	3	56	13	2.6	11.2	1.22
Adeolu Adeleke	78545	WR	MORGAN ST	9	13	1	42.9	100	2	2	0	25	1	1	235	0	39.5	64.1	50.9		52.7	0	0	0	12	0	0	75	2	3	93.3	70	1.3	1	55.1	7	0	98.7	74	29	12	4	9.7	0.41
Marqui Johnson	104982	HB	MONTANA ST	8	0.6	0	57.1	0	0	1	0	33.3	2	2	233	0	25.7	81.1	77.1	51.4	49.4	0	0	1	16	22.2	6	27	1	4	77.8	21	7.4	2	29.2	7	0	18.5	5	32	46	11.5	8	1.52
Braelen Morgan	141792	HB	SOUTHERN U	6	2.4	6	85.7		0	0	0	0	0	4	297	0	77.5	79	85.8	72.7	92.5	5.3	1	0	61	5.3	1	19	0	6	94.7	18	10.5	2	158.3	7	1	0	0	133	147	24.5	22.2	7.39
Dervon Pesnell	102561	WR	CAMPBELL	6	11.9	1	71.4	100	1	1	0	16.7	1	2	131	0	49.8	65.7	62.1		61.6	0	0	0	15	0	0	57	0	5	94.7	54	8.8	5	89.6	7	0	91.2	52	47	9	1.8	9.4	0.87
Amonte Jones	160398	WR	NC A&T	4	2.1	1	71.4		0	0	0	0	0	1	246	1	76.3	39.9	56.4		56.2	0	0	0	15	0	0	22	0	5	100	22	95.5	21	77.7	7	0	4.5	1	27	30	6	5.4	1.23
Trenton Gillison	66276	TE	YNGTOWN ST	11	12	0	42.9	0	0	1	0	25	1	2	353	0	45.4	65	55.3	64.3	46.1	74.3	113	0	12	7.2	11	152	4	3	85.5	130	23	35	55.7	7	0	2	3	30	15	5	10	0.23
Nathan Karsjens	65040	TE	W ILLINOIS	10	6.9	0	71.4	100	1	1	0	16.7	1	5	345	0	49.8	65.7	63.4	69	66	69.1	56	0	20	32.1	26	81	0	5	66.7	54	6.2	5	141.7	7	1	4.9	4	68	20	4	13.6	1.26
Jalynnee McGee	143755	HB	PORTLAND	8	3.3	0	71.4		0	0	0	0	0	4	269	0	76.3	62.6	62.6	26.3	60	0	0	0	38	18.5	12	65	0	5	80	52	6.2	4	149.4	7	1	0	0	81	49	9.8	16.2	1.56
Shawn Shipman	149824	HB	STTHOM	10	-1.6	1	71.4	100	1	1	0	0	0	2	1129	1	76.3	38.9	66	34.2	46.5	0	0	0	21	37.3	59	158	2	5	60.8	96	0	0	76.5	7	0	1.9	3	25	34	6.8	5	0.26
Marcus Preston	138252	WR	N DAKOTA	10	8.6	0	71.4		0	0	0	0	0	2	249	0	76.3	66.6	51.9	63.9	48.3	0	0	1	15	0.6	1	169	1	5	94.7	160	29.6	50	49.4	7	0	70.4	119	46	9	1.8	9.2	0.29
